RG1
5 reads
['E00338:95:HGNWJCCXY:3:1209:9617:67832', 'E00338:95:HGNWJCCXY:3:1209:9638:67937', 'E00338:95:HGNWJCCXY:3:1219:8329:42429', 'E00338:95:HGNWJCCXY:3:1219:8572:42464', 'E00338:95:HGNWJCCXY:7:1206:6329:52818']

id	scaffold	start	end	EVE_name	EVE_start	EVE_end	EVE_distance	piwi_cluster_name	piwi_cluster_start	piwi_cluster_end	piwi_cluster_distance
NW_021837556.1:1125163-1125652	NW_021837556.1	1125163	1125652	.	.	.	.	Cluster384	1120554	1129998	0
NW_021837556.1:522739-523017	NW_021837556.1	522739	523017	.	.	.	.	.	.	.	.
NW_021837567.1:479069-479347	NW_021837567.1	479069	479347	.	.	.	.	.	.	.	.
NW_021837600.1:10073512-10073789	NW_021837600.1	10073512	10073789	.	.	.	.	.	.	.	.
NW_021837600.1:14810534-14810812	NW_021837600.1	14810534	14810812	.	.	.	.	.	.	.	.
NW_021837600.1:15513817-15514095	NW_021837600.1	15513817	15514095	.	.	.	.	.	.	.	.
NW_021837600.1:15964710-15964988	NW_021837600.1	15964710	15964988	.	.	.	.	.	.	.	.
NW_021837600.1:16691068-16691346	NW_021837600.1	16691068	16691346	.	.	.	.	.	.	.	.
NW_021837600.1:16840552-16840830	NW_021837600.1	16840552	16840830	.	.	.	.	.	.	.	.
NW_021837600.1:17891824-17892103	NW_021837600.1	17891824	17892103	.	.	.	.	.	.	.	.
NW_021837600.1:2002504-2002782	NW_021837600.1	2002504	2002782	.	.	.	.	.	.	.	.
NW_021837600.1:20425769-20426047	NW_021837600.1	20425769	20426047	.	.	.	.	.	.	.	.
NW_021837600.1:21509599-21509877	NW_021837600.1	21509599	21509877	.	.	.	.	.	.	.	.
NW_021837600.1:23074488-23074766	NW_021837600.1	23074488	23074766	.	.	.	.	.	.	.	.
NW_021837600.1:33350970-33351630	NW_021837600.1	33350970	33351630	.	.	.	.	.	.	.	.
NW_021837600.1:33825637-33826712	NW_021837600.1	33825637	33826712	.	.	.	.	.	.	.	.
NW_021837600.1:39503649-39503927	NW_021837600.1	39503649	39503927	.	.	.	.	.	.	.	.
NW_021837600.1:40650139-40650417	NW_021837600.1	40650139	40650417	.	.	.	.	.	.	.	.
NW_021837600.1:49187675-49187953	NW_021837600.1	49187675	49187953	.	.	.	.	.	.	.	.
NW_021837600.1:5379526-5379801	NW_021837600.1	5379526	5379801	.	.	.	.	.	.	.	.
NW_021837600.1:6722927-6723205	NW_021837600.1	6722927	6723205	.	.	.	.	.	.	.	.
NW_021837600.1:7847693-7847971	NW_021837600.1	7847693	7847971	.	.	.	.	.	.	.	.
NW_021837600.1:8593137-8593415	NW_021837600.1	8593137	8593415	.	.	.	.	.	.	.	.
NW_021837623.1:849701-849979	NW_021837623.1	849701	849979	.	.	.	.	.	.	.	.
NW_021837667.1:997479-997732	NW_021837667.1	997479	997732	.	.	.	.	.	.	.	.
NW_021837678.1:589657-589934	NW_021837678.1	589657	589934	.	.	.	.	.	.	.	.
NW_021837689.1:596055-596333	NW_021837689.1	596055	596333	.	.	.	.	.	.	.	.
NW_021837690.1:8972-9250	NW_021837690.1	8972	9250	.	.	.	.	.	.	.	.
NW_021837711.1:1102632-1102909	NW_021837711.1	1102632	1102909	.	.	.	.	.	.	.	.
NW_021837711.1:1126004-1126282	NW_021837711.1	1126004	1126282	.	.	.	.	.	.	.	.
NW_021837711.1:11332707-11332985	NW_021837711.1	11332707	11332985	.	.	.	.	.	.	.	.
NW_021837711.1:11713774-11714052	NW_021837711.1	11713774	11714052	.	.	.	.	.	.	.	.
NW_021837711.1:16828663-16828941	NW_021837711.1	16828663	16828941	.	.	.	.	.	.	.	.
NW_021837711.1:22811282-22811475	NW_021837711.1	22811282	22811475	.	.	.	.	.	.	.	.
NW_021837711.1:23568648-23569065	NW_021837711.1	23568648	23569065	.	.	.	.	.	.	.	.
NW_021837711.1:2399092-2399348	NW_021837711.1	2399092	2399348	.	.	.	.	.	.	.	.
NW_021837711.1:26602321-26602599	NW_021837711.1	26602321	26602599	.	.	.	.	.	.	.	.
NW_021837711.1:28132217-28132495	NW_021837711.1	28132217	28132495	.	.	.	.	.	.	.	.
NW_021837711.1:30476571-30476813	NW_021837711.1	30476571	30476813	.	.	.	.	.	.	.	.
NW_021837711.1:3195883-3196139	NW_021837711.1	3195883	3196139	.	.	.	.	.	.	.	.
NW_021837711.1:35504194-35504465	NW_021837711.1	35504194	35504465	.	.	.	.	.	.	.	.
NW_021837711.1:38383220-38383609	NW_021837711.1	38383220	38383609	.	.	.	.	.	.	.	.
NW_021837711.1:43295000-43295278	NW_021837711.1	43295000	43295278	.	.	.	.	.	.	.	.
NW_021837723.1:169888-170162	NW_021837723.1	169888	170162	.	.	.	.	.	.	.	.
NW_021837730.1:9614-9891	NW_021837730.1	9614	9891	.	.	.	.	.	.	.	.
NW_021837738.1:3147-3424	NW_021837738.1	3147	3424	.	.	.	.	.	.	.	.
NW_021837745.1:1064509-1064779	NW_021837745.1	1064509	1064779	.	.	.	.	.	.	.	.
NW_021837745.1:1067340-1067610	NW_021837745.1	1067340	1067610	.	.	.	.	.	.	.	.
NW_021837745.1:938085-938361	NW_021837745.1	938085	938361	.	.	.	.	.	.	.	.
NW_021837756.1:1222979-1223256	NW_021837756.1	1222979	1223256	.	.	.	.	.	.	.	.
NW_021837776.1:6224-6495	NW_021837776.1	6224	6495	.	.	.	.	.	.	.	.
NW_021837778.1:540972-541186	NW_021837778.1	540972	541186	.	.	.	.	.	.	.	.
NW_021837789.1:456874-457152	NW_021837789.1	456874	457152	.	.	.	.	.	.	.	.
NW_021837822.1:10213419-10213697	NW_021837822.1	10213419	10213697	.	.	.	.	.	.	.	.
NW_021837822.1:11716244-11716522	NW_021837822.1	11716244	11716522	.	.	.	.	.	.	.	.
NW_021837822.1:12468126-12468404	NW_021837822.1	12468126	12468404	.	.	.	.	.	.	.	.
NW_021837822.1:12639378-12639658	NW_021837822.1	12639378	12639658	.	.	.	.	.	.	.	.
NW_021837822.1:17384976-17385254	NW_021837822.1	17384976	17385254	.	.	.	.	.	.	.	.
NW_021837822.1:18960623-18960901	NW_021837822.1	18960623	18960901	.	.	.	.	.	.	.	.
NW_021837822.1:20493495-20493773	NW_021837822.1	20493495	20493773	.	.	.	.	.	.	.	.
NW_021837822.1:21706332-21706610	NW_021837822.1	21706332	21706610	.	.	.	.	.	.	.	.
NW_021837822.1:22290228-22290506	NW_021837822.1	22290228	22290506	.	.	.	.	.	.	.	.
NW_021837822.1:22420141-22420386	NW_021837822.1	22420141	22420386	.	.	.	.	.	.	.	.
NW_021837822.1:24057661-24057939	NW_021837822.1	24057661	24057939	.	.	.	.	.	.	.	.
NW_021837822.1:25674544-25674822	NW_021837822.1	25674544	25674822	.	.	.	.	.	.	.	.
NW_021837822.1:26959076-26959354	NW_021837822.1	26959076	26959354	.	.	.	.	.	.	.	.
NW_021837822.1:28579498-28579791	NW_021837822.1	28579498	28579791	.	.	.	.	.	.	.	.
NW_021837822.1:36447901-36448178	NW_021837822.1	36447901	36448178	.	.	.	.	.	.	.	.
NW_021837822.1:4335266-4335544	NW_021837822.1	4335266	4335544	.	.	.	.	.	.	.	.
NW_021837822.1:5641709-5641987	NW_021837822.1	5641709	5641987	.	.	.	.	.	.	.	.
NW_021837822.1:8952793-8953071	NW_021837822.1	8952793	8953071	.	.	.	.	.	.	.	.
NW_021837845.1:661959-662181	NW_021837845.1	661959	662181	.	.	.	.	.	.	.	.
NW_021837888.1:743576-743784	NW_021837888.1	743576	743784	.	.	.	.	.	.	.	.
NW_021837920.1:1191333-1191611	NW_021837920.1	1191333	1191611	.	.	.	.	.	.	.	.
NW_021837920.1:503607-503885	NW_021837920.1	503607	503885	.	.	.	.	.	.	.	.
NW_021837920.1:989269-989546	NW_021837920.1	989269	989546	.	.	.	.	.	.	.	.
NW_021837931.1:1170459-1170737	NW_021837931.1	1170459	1170737	.	.	.	.	.	.	.	.
NW_021837931.1:17048635-17048913	NW_021837931.1	17048635	17048913	.	.	.	.	.	.	.	.
NW_021837931.1:18863629-18863907	NW_021837931.1	18863629	18863907	.	.	.	.	.	.	.	.
NW_021837931.1:19623008-19623286	NW_021837931.1	19623008	19623286	.	.	.	.	.	.	.	.
NW_021837931.1:23174043-23174302	NW_021837931.1	23174043	23174302	.	.	.	.	.	.	.	.
NW_021837931.1:247275-247553	NW_021837931.1	247275	247553	.	.	.	.	.	.	.	.
NW_021837931.1:32493063-32493326	NW_021837931.1	32493063	32493326	.	.	.	.	.	.	.	.
NW_021837931.1:36646280-36646554	NW_021837931.1	36646280	36646554	.	.	.	.	.	.	.	.
NW_021837931.1:7748087-7748365	NW_021837931.1	7748087	7748365	.	.	.	.	.	.	.	.
NW_021837931.1:823040-823318	NW_021837931.1	823040	823318	.	.	.	.	.	.	.	.
NW_021837931.1:9497816-9498081	NW_021837931.1	9497816	9498081	.	.	.	.	.	.	.	.
NW_021837932.1:586049-587254	NW_021837932.1	586049	587254	.	.	.	.	.	.	.	.
NW_021837943.1:838252-838530	NW_021837943.1	838252	838530	.	.	.	.	.	.	.	.
NW_021837954.1:203431-203706	NW_021837954.1	203431	203706	.	.	.	.	.	.	.	.
NW_021837965.1:678560-678838	NW_021837965.1	678560	678838	.	.	.	.	.	.	.	.
NW_021837965.1:697256-697534	NW_021837965.1	697256	697534	.	.	.	.	.	.	.	.
NW_021837976.1:513674-513952	NW_021837976.1	513674	513952	.	.	.	.	.	.	.	.
NW_021837987.1:623123-623534	NW_021837987.1	623123	623534	.	.	.	.	.	.	.	.
NW_021838009.1:1123015-1123293	NW_021838009.1	1123015	1123293	.	.	.	.	.	.	.	.
NW_021838009.1:694219-694497	NW_021838009.1	694219	694497	.	.	.	.	.	.	.	.
NW_021838020.1:628945-629607	NW_021838020.1	628945	629607	.	.	.	.	.	.	.	.
NW_021838020.1:829837-830115	NW_021838020.1	829837	830115	.	.	.	.	.	.	.	.
NW_021838042.1:10766896-10767174	NW_021838042.1	10766896	10767174	.	.	.	.	.	.	.	.
NW_021838042.1:10846728-10847002	NW_021838042.1	10846728	10847002	.	.	.	.	.	.	.	.
NW_021838042.1:11161258-11161536	NW_021838042.1	11161258	11161536	.	.	.	.	.	.	.	.
NW_021838042.1:11175707-11175976	NW_021838042.1	11175707	11175976	.	.	.	.	.	.	.	.
NW_021838042.1:13134476-13134754	NW_021838042.1	13134476	13134754	.	.	.	.	.	.	.	.
NW_021838042.1:14081927-14082178	NW_021838042.1	14081927	14082178	.	.	.	.	.	.	.	.
NW_021838042.1:17927375-17927656	NW_021838042.1	17927375	17927656	.	.	.	.	.	.	.	.
NW_021838042.1:19513536-19513814	NW_021838042.1	19513536	19513814	.	.	.	.	.	.	.	.
NW_021838042.1:2312567-2312845	NW_021838042.1	2312567	2312845	.	.	.	.	.	.	.	.
NW_021838042.1:26974665-26974943	NW_021838042.1	26974665	26974943	.	.	.	.	.	.	.	.
NW_021838042.1:3767674-3767952	NW_021838042.1	3767674	3767952	.	.	.	.	.	.	.	.
NW_021838042.1:4183024-4183302	NW_021838042.1	4183024	4183302	.	.	.	.	.	.	.	.
NW_021838042.1:7456488-7456764	NW_021838042.1	7456488	7456764	.	.	.	.	.	.	.	.
NW_021838043.1:41405-41683	NW_021838043.1	41405	41683	.	.	.	.	.	.	.	.
NW_021838054.1:838358-838636	NW_021838054.1	838358	838636	.	.	.	.	.	.	.	.
NW_021838054.1:925942-926220	NW_021838054.1	925942	926220	.	.	.	.	.	.	.	.
NW_021838109.1:495752-496018	NW_021838109.1	495752	496018	.	.	.	.	.	.	.	.
NW_021838109.1:54238-54516	NW_021838109.1	54238	54516	.	.	.	.	.	.	.	.
NW_021838109.1:760459-760739	NW_021838109.1	760459	760739	.	.	.	.	.	.	.	.
NW_021838131.1:710540-710818	NW_021838131.1	710540	710818	.	.	.	.	.	.	.	.
NW_021838153.1:101703292-101703570	NW_021838153.1	101703292	101703570	.	.	.	.	.	.	.	.
NW_021838153.1:103058896-103059174	NW_021838153.1	103058896	103059174	.	.	.	.	.	.	.	.
NW_021838153.1:104328024-104328301	NW_021838153.1	104328024	104328301	.	.	.	.	.	.	.	.
NW_021838153.1:107040069-107040348	NW_021838153.1	107040069	107040348	.	.	.	.	.	.	.	.
NW_021838153.1:110354730-110355008	NW_021838153.1	110354730	110355008	.	.	.	.	.	.	.	.
NW_021838153.1:110912667-110912945	NW_021838153.1	110912667	110912945	.	.	.	.	.	.	.	.
NW_021838153.1:111736343-111736621	NW_021838153.1	111736343	111736621	.	.	.	.	.	.	.	.
NW_021838153.1:111904948-111905226	NW_021838153.1	111904948	111905226	.	.	.	.	.	.	.	.
NW_021838153.1:114537310-114537588	NW_021838153.1	114537310	114537588	.	.	.	.	.	.	.	.
NW_021838153.1:115769005-115769283	NW_021838153.1	115769005	115769283	.	.	.	.	.	.	.	.
NW_021838153.1:116721311-116721589	NW_021838153.1	116721311	116721589	.	.	.	.	.	.	.	.
NW_021838153.1:117771683-117771961	NW_021838153.1	117771683	117771961	.	.	.	.	.	.	.	.
NW_021838153.1:125060284-125060562	NW_021838153.1	125060284	125060562	.	.	.	.	.	.	.	.
NW_021838153.1:128692186-128692470	NW_021838153.1	128692186	128692470	.	.	.	.	.	.	.	.
NW_021838153.1:130616210-130616488	NW_021838153.1	130616210	130616488	.	.	.	.	.	.	.	.
NW_021838153.1:133458331-133458609	NW_021838153.1	133458331	133458609	.	.	.	.	.	.	.	.
NW_021838153.1:133717287-133717565	NW_021838153.1	133717287	133717565	.	.	.	.	.	.	.	.
NW_021838153.1:133829708-133829950	NW_021838153.1	133829708	133829950	.	.	.	.	.	.	.	.
NW_021838153.1:134212313-134212591	NW_021838153.1	134212313	134212591	.	.	.	.	.	.	.	.
NW_021838153.1:136157054-136157338	NW_021838153.1	136157054	136157338	.	.	.	.	.	.	.	.
NW_021838153.1:138005367-138005645	NW_021838153.1	138005367	138005645	.	.	.	.	.	.	.	.
NW_021838153.1:138191183-138191465	NW_021838153.1	138191183	138191465	.	.	.	.	.	.	.	.
NW_021838153.1:139466261-139466473	NW_021838153.1	139466261	139466473	.	.	.	.	.	.	.	.
NW_021838153.1:144007429-144007707	NW_021838153.1	144007429	144007707	.	.	.	.	.	.	.	.
NW_021838153.1:144510951-144511233	NW_021838153.1	144510951	144511233	.	.	.	.	.	.	.	.
NW_021838153.1:145905569-145905847	NW_021838153.1	145905569	145905847	.	.	.	.	.	.	.	.
NW_021838153.1:148357682-148357961	NW_021838153.1	148357682	148357961	.	.	.	.	.	.	.	.
NW_021838153.1:151294104-151294382	NW_021838153.1	151294104	151294382	.	.	.	.	.	.	.	.
NW_021838153.1:154108458-154108736	NW_021838153.1	154108458	154108736	.	.	.	.	.	.	.	.
NW_021838153.1:15543860-15544137	NW_021838153.1	15543860	15544137	.	.	.	.	.	.	.	.
NW_021838153.1:157536757-157537035	NW_021838153.1	157536757	157537035	.	.	.	.	.	.	.	.
NW_021838153.1:164066950-164067228	NW_021838153.1	164066950	164067228	.	.	.	.	.	.	.	.
NW_021838153.1:164453698-164453976	NW_021838153.1	164453698	164453976	Rhabdo34	164452769	164453017	682	Cluster650	164445013	164574004	0
NW_021838153.1:17856576-17856854	NW_021838153.1	17856576	17856854	.	.	.	.	.	.	.	.
NW_021838153.1:19873394-19873672	NW_021838153.1	19873394	19873672	.	.	.	.	.	.	.	.
NW_021838153.1:25213399-25213676	NW_021838153.1	25213399	25213676	.	.	.	.	.	.	.	.
NW_021838153.1:26474370-26474648	NW_021838153.1	26474370	26474648	.	.	.	.	.	.	.	.
NW_021838153.1:26981132-26981410	NW_021838153.1	26981132	26981410	.	.	.	.	.	.	.	.
NW_021838153.1:27260715-27260965	NW_021838153.1	27260715	27260965	.	.	.	.	.	.	.	.
NW_021838153.1:34897872-34898150	NW_021838153.1	34897872	34898150	.	.	.	.	.	.	.	.
NW_021838153.1:40357216-40358246	NW_021838153.1	40357216	40358246	.	.	.	.	.	.	.	.
NW_021838153.1:41351931-41352959	NW_021838153.1	41351931	41352959	.	.	.	.	.	.	.	.
NW_021838153.1:42676010-42676288	NW_021838153.1	42676010	42676288	.	.	.	.	.	.	.	.
NW_021838153.1:42842576-42842854	NW_021838153.1	42842576	42842854	.	.	.	.	.	.	.	.
NW_021838153.1:42972075-42972351	NW_021838153.1	42972075	42972351	.	.	.	.	.	.	.	.
NW_021838153.1:46737371-46737649	NW_021838153.1	46737371	46737649	.	.	.	.	.	.	.	.
NW_021838153.1:47642578-47642853	NW_021838153.1	47642578	47642853	.	.	.	.	.	.	.	.
NW_021838153.1:47739321-47739561	NW_021838153.1	47739321	47739561	.	.	.	.	.	.	.	.
NW_021838153.1:49151859-49152111	NW_021838153.1	49151859	49152111	.	.	.	.	.	.	.	.
NW_021838153.1:50334760-50335297	NW_021838153.1	50334760	50335297	.	.	.	.	.	.	.	.
NW_021838153.1:52152487-52152765	NW_021838153.1	52152487	52152765	.	.	.	.	.	.	.	.
NW_021838153.1:52412095-52412373	NW_021838153.1	52412095	52412373	.	.	.	.	.	.	.	.
NW_021838153.1:55296182-55296460	NW_021838153.1	55296182	55296460	.	.	.	.	.	.	.	.
NW_021838153.1:55520440-55520718	NW_021838153.1	55520440	55520718	.	.	.	.	.	.	.	.
NW_021838153.1:56133739-56134014	NW_021838153.1	56133739	56134014	.	.	.	.	.	.	.	.
NW_021838153.1:59076102-59076380	NW_021838153.1	59076102	59076380	.	.	.	.	.	.	.	.
NW_021838153.1:60416892-60417170	NW_021838153.1	60416892	60417170	.	.	.	.	.	.	.	.
NW_021838153.1:72424131-72424409	NW_021838153.1	72424131	72424409	.	.	.	.	.	.	.	.
NW_021838153.1:73093657-73093956	NW_021838153.1	73093657	73093956	.	.	.	.	.	.	.	.
NW_021838153.1:73485389-73485664	NW_021838153.1	73485389	73485664	.	.	.	.	.	.	.	.
NW_021838153.1:78380436-78380705	NW_021838153.1	78380436	78380705	.	.	.	.	.	.	.	.
NW_021838153.1:80367879-80368157	NW_021838153.1	80367879	80368157	.	.	.	.	.	.	.	.
NW_021838153.1:82736051-82736329	NW_021838153.1	82736051	82736329	.	.	.	.	.	.	.	.
NW_021838153.1:83446706-83446984	NW_021838153.1	83446706	83446984	.	.	.	.	.	.	.	.
NW_021838153.1:8366041-8366319	NW_021838153.1	8366041	8366319	.	.	.	.	.	.	.	.
NW_021838153.1:86781180-86781438	NW_021838153.1	86781180	86781438	.	.	.	.	.	.	.	.
NW_021838153.1:8903037-8903315	NW_021838153.1	8903037	8903315	.	.	.	.	.	.	.	.
NW_021838153.1:97166296-97166570	NW_021838153.1	97166296	97166570	.	.	.	.	.	.	.	.
NW_021838153.1:99436598-99436876	NW_021838153.1	99436598	99436876	.	.	.	.	.	.	.	.
NW_021838153.1:99902771-99903049	NW_021838153.1	99902771	99903049	.	.	.	.	.	.	.	.
NW_021838154.1:10735747-10736025	NW_021838154.1	10735747	10736025	.	.	.	.	.	.	.	.
NW_021838154.1:14713260-14713538	NW_021838154.1	14713260	14713538	.	.	.	.	.	.	.	.
NW_021838154.1:18849573-18849851	NW_021838154.1	18849573	18849851	.	.	.	.	.	.	.	.
NW_021838154.1:19590422-19590645	NW_021838154.1	19590422	19590645	.	.	.	.	.	.	.	.
NW_021838154.1:19652611-19652888	NW_021838154.1	19652611	19652888	.	.	.	.	.	.	.	.
NW_021838154.1:23240340-23240618	NW_021838154.1	23240340	23240618	.	.	.	.	.	.	.	.
NW_021838154.1:3649012-3649287	NW_021838154.1	3649012	3649287	.	.	.	.	.	.	.	.
NW_021838154.1:8316620-8316892	NW_021838154.1	8316620	8316892	.	.	.	.	.	.	.	.
NW_021838154.1:8692106-8692384	NW_021838154.1	8692106	8692384	.	.	.	.	.	.	.	.
NW_021838154.1:9396-9674	NW_021838154.1	9396	9674	.	.	.	.	.	.	.	.
NW_021838154.1:9587776-9588054	NW_021838154.1	9587776	9588054	.	.	.	.	.	.	.	.
NW_021838184.1:1088887-1089095	NW_021838184.1	1088887	1089095	.	.	.	.	.	.	.	.
NW_021838188.1:573441-573656	NW_021838188.1	573441	573656	.	.	.	.	.	.	.	.
NW_021838188.1:777271-777483	NW_021838188.1	777271	777483	.	.	.	.	.	.	.	.
NW_021838211.1:588113-588364	NW_021838211.1	588113	588364	.	.	.	.	.	.	.	.
NW_021838211.1:639704-640081	NW_021838211.1	639704	640081	.	.	.	.	.	.	.	.
NW_021838233.1:19542837-19543116	NW_021838233.1	19542837	19543116	.	.	.	.	.	.	.	.
NW_021838233.1:5102990-5103649	NW_021838233.1	5102990	5103649	.	.	.	.	.	.	.	.
NW_021838233.1:5310128-5310406	NW_021838233.1	5310128	5310406	.	.	.	.	.	.	.	.
NW_021838234.1:842659-842937	NW_021838234.1	842659	842937	.	.	.	.	.	.	.	.
NW_021838245.1:116817-117095	NW_021838245.1	116817	117095	.	.	.	.	.	.	.	.
NW_021838310.1:347196-347474	NW_021838310.1	347196	347474	.	.	.	.	.	.	.	.
NW_021838310.1:747134-747427	NW_021838310.1	747134	747427	.	.	.	.	.	.	.	.
NW_021838321.1:933729-934006	NW_021838321.1	933729	934006	.	.	.	.	.	.	.	.
NW_021838332.1:64954-65232	NW_021838332.1	64954	65232	.	.	.	.	.	.	.	.
NW_021838343.1:11660907-11661168	NW_021838343.1	11660907	11661168	.	.	.	.	.	.	.	.
NW_021838343.1:1282678-1282954	NW_021838343.1	1282678	1282954	.	.	.	.	.	.	.	.
NW_021838343.1:1641492-1641770	NW_021838343.1	1641492	1641770	.	.	.	.	.	.	.	.
NW_021838343.1:18437024-18437302	NW_021838343.1	18437024	18437302	.	.	.	.	.	.	.	.
NW_021838343.1:2818664-2818941	NW_021838343.1	2818664	2818941	.	.	.	.	.	.	.	.
NW_021838343.1:3413351-3413628	NW_021838343.1	3413351	3413628	.	.	.	.	.	.	.	.
NW_021838343.1:4290425-4290703	NW_021838343.1	4290425	4290703	.	.	.	.	.	.	.	.
NW_021838343.1:5679554-5679831	NW_021838343.1	5679554	5679831	.	.	.	.	.	.	.	.
NW_021838343.1:5739527-5739805	NW_021838343.1	5739527	5739805	.	.	.	.	.	.	.	.
NW_021838343.1:669603-669873	NW_021838343.1	669603	669873	.	.	.	.	.	.	.	.
NW_021838343.1:9623285-9623563	NW_021838343.1	9623285	9623563	.	.	.	.	.	.	.	.
NW_021838343.1:9859982-9860259	NW_021838343.1	9859982	9860259	.	.	.	.	.	.	.	.
NW_021838355.1:930183-930459	NW_021838355.1	930183	930459	.	.	.	.	.	.	.	.
NW_021838366.1:1051472-1051750	NW_021838366.1	1051472	1051750	.	.	.	.	.	.	.	.
NW_021838366.1:663212-663489	NW_021838366.1	663212	663489	.	.	.	.	.	.	.	.
NW_021838384.1:1035859-1036138	NW_021838384.1	1035859	1036138	.	.	.	.	.	.	.	.
NW_021838385.1:316216-316465	NW_021838385.1	316216	316465	.	.	.	.	.	.	.	.
NW_021838387.1:792285-792534	NW_021838387.1	792285	792534	.	.	.	.	.	.	.	.
NW_021838387.1:958950-959228	NW_021838387.1	958950	959228	.	.	.	.	.	.	.	.
NW_021838388.1:12611255-12611531	NW_021838388.1	12611255	12611531	.	.	.	.	.	.	.	.
NW_021838388.1:12871377-12871585	NW_021838388.1	12871377	12871585	.	.	.	.	.	.	.	.
NW_021838388.1:2131331-2131609	NW_021838388.1	2131331	2131609	.	.	.	.	.	.	.	.
NW_021838388.1:408528-408805	NW_021838388.1	408528	408805	.	.	.	.	.	.	.	.
NW_021838388.1:4245075-4245353	NW_021838388.1	4245075	4245353	.	.	.	.	.	.	.	.
NW_021838388.1:4306350-4306628	NW_021838388.1	4306350	4306628	.	.	.	.	.	.	.	.
NW_021838388.1:6050021-6050298	NW_021838388.1	6050021	6050298	.	.	.	.	.	.	.	.
NW_021838388.1:6519581-6519845	NW_021838388.1	6519581	6519845	.	.	.	.	.	.	.	.
NW_021838388.1:9634816-9635094	NW_021838388.1	9634816	9635094	.	.	.	.	.	.	.	.
NW_021838388.1:9993435-9993711	NW_021838388.1	9993435	9993711	.	.	.	.	.	.	.	.
NW_021838389.1:208359-208637	NW_021838389.1	208359	208637	.	.	.	.	.	.	.	.
NW_021838391.1:29467-29745	NW_021838391.1	29467	29745	.	.	.	.	.	.	.	.
NW_021838393.1:476557-476835	NW_021838393.1	476557	476835	.	.	.	.	.	.	.	.
NW_021838396.1:619640-619918	NW_021838396.1	619640	619918	.	.	.	.	.	.	.	.
NW_021838396.1:850452-850730	NW_021838396.1	850452	850730	.	.	.	.	.	.	.	.
NW_021838399.1:13540521-13540797	NW_021838399.1	13540521	13540797	.	.	.	.	.	.	.	.
NW_021838399.1:14500244-14500520	NW_021838399.1	14500244	14500520	.	.	.	.	.	.	.	.
NW_021838399.1:5984363-5984641	NW_021838399.1	5984363	5984641	.	.	.	.	.	.	.	.
NW_021838399.1:7354935-7355217	NW_021838399.1	7354935	7355217	.	.	.	.	.	.	.	.
NW_021838399.1:9645219-9645497	NW_021838399.1	9645219	9645497	.	.	.	.	.	.	.	.
NW_021838404.1:163833-164111	NW_021838404.1	163833	164111	.	.	.	.	.	.	.	.
NW_021838410.1:1203099-1203323	NW_021838410.1	1203099	1203323	.	.	.	.	.	.	.	.
NW_021838410.1:12489385-12489781	NW_021838410.1	12489385	12489781	.	.	.	.	.	.	.	.
NW_021838410.1:4378058-4378336	NW_021838410.1	4378058	4378336	.	.	.	.	.	.	.	.
NW_021838410.1:5790109-5790364	NW_021838410.1	5790109	5790364	.	.	.	.	.	.	.	.
NW_021838410.1:6466681-6467495	NW_021838410.1	6466681	6467495	.	.	.	.	.	.	.	.
NW_021838410.1:6897895-6898173	NW_021838410.1	6897895	6898173	.	.	.	.	.	.	.	.
NW_021838410.1:9118534-9118753	NW_021838410.1	9118534	9118753	.	.	.	.	.	.	.	.
NW_021838411.1:8378-8656	NW_021838411.1	8378	8656	.	.	.	.	.	.	.	.
NW_021838413.1:827507-827785	NW_021838413.1	827507	827785	.	.	.	.	.	.	.	.
NW_021838413.1:845090-845368	NW_021838413.1	845090	845368	.	.	.	.	.	.	.	.
NW_021838415.1:766351-766630	NW_021838415.1	766351	766630	.	.	.	.	.	.	.	.
NW_021838416.1:57433-57682	NW_021838416.1	57433	57682	.	.	.	.	.	.	.	.
NW_021838416.1:612211-612487	NW_021838416.1	612211	612487	.	.	.	.	.	.	.	.
NW_021838417.1:729913-730191	NW_021838417.1	729913	730191	.	.	.	.	.	.	.	.
NW_021838421.1:4399454-4399732	NW_021838421.1	4399454	4399732	.	.	.	.	.	.	.	.
NW_021838421.1:5921419-5921601	NW_021838421.1	5921419	5921601	.	.	.	.	.	.	.	.
NW_021838421.1:6524405-6524683	NW_021838421.1	6524405	6524683	.	.	.	.	.	.	.	.
NW_021838422.1:843942-844220	NW_021838422.1	843942	844220	.	.	.	.	.	.	.	.
NW_021838426.1:562094-562370	NW_021838426.1	562094	562370	.	.	.	.	.	.	.	.
NW_021838427.1:599665-599943	NW_021838427.1	599665	599943	.	.	.	.	.	.	.	.
NW_021838431.1:705732-706010	NW_021838431.1	705732	706010	.	.	.	.	.	.	.	.
NW_021838432.1:3388351-3388552	NW_021838432.1	3388351	3388552	.	.	.	.	.	.	.	.
NW_021838432.1:4204142-4204420	NW_021838432.1	4204142	4204420	.	.	.	.	.	.	.	.
NW_021838432.1:5320344-5320545	NW_021838432.1	5320344	5320545	.	.	.	.	.	.	.	.
NW_021838432.1:5536455-5536733	NW_021838432.1	5536455	5536733	.	.	.	.	.	.	.	.
NW_021838432.1:6423003-6423281	NW_021838432.1	6423003	6423281	.	.	.	.	.	.	.	.
NW_021838432.1:9316100-9317372	NW_021838432.1	9316100	9317372	.	.	.	.	.	.	.	.
